abar_sp_star,abar_sp_star_runtime,amean_sp_star,amean_sp_star_runtime,analytic_gap_clip,analytic_saturation_rate,c_star,c_star_runtime,candidate_token,clean_count,cmean_sp_star,cmean_sp_star_runtime,delta_g,delta_g_ref_minus_src_prefix,delta_g_ref_minus_src_prefix_final,delta_g_ref_minus_src_utt,drop_edge_runs_for_g,edge_runs_dropped,error,fetch_index,g_domain_valid,g_ref,g_ref_status,g_src_prefix_final,g_src_prefix_mean,g_src_status,g_src_utt,pair_id,prompt_ref_len_sec,prompt_speech_ratio,protocol_misaligned,protocol_slice,ref_item_name,ref_len_valid,ref_spk,same_speaker_reference,same_speaker_target,same_text_reference,same_text_target,sample_id,speech_ratio_valid,split,src_id,src_item_name,src_prefix_stat_mode,src_spk,support_count,support_domain_valid,support_fraction,support_seed_count,tgt_item_name,tgt_spk,zbar_sp_star,zmean_sp_star
0.9808292388916016,0.3499999940395355,0.9808292296641994,0.34999999366129453,0.35,1.0,-0.9808292388916016,-0.3499999940395355,57,11.0,-1.2244649494729636,-0.5936357002644223,0.8369882106781006,0.9808293581008911,0.9808292388916016,0.8369882106781006,1,2.0,,0,1,2.079441547393799,ok,1.0986123085021973,1.0986121892929077,ok,1.2424533367156982,0,5.239999771118164,0.8015267252922058,1,cross_text_prompt_vs_cross_speaker_target,aba_train_arctic_a0017,1,aba,1,0,0,1,,1,train,,aba_train_arctic_a0016,exact_global_family,aba,9.0,1.0,0.3214285671710968,11.0,bdl_train_arctic_a0016,bdl,0.0,-0.2436356900960822
0.9808292388916016,0.3499999940395355,0.6611066808255036,0.20958942001806088,0.35,1.0,-0.8630461692810059,-0.3499999940395355,57,11.0,-0.9047424006342678,-0.45322511935808857,0.8369882106781006,0.6176515817642212,0.6931471824645996,0.8369882106781006,3,6.0,,0,1,2.079441547393799,ok,1.3862943649291992,1.4617899656295776,ok,1.2424533367156982,0,5.239999771118164,0.8015267252922058,1,cross_text_prompt_vs_cross_speaker_target,aba_train_arctic_a0017,1,aba,1,0,0,1,,1,train,,aba_train_arctic_a0016,exact_global_family,aba,5.0,1.0,0.1785714328289032,11.0,bdl_train_arctic_a0016,bdl,0.0,-0.2436356900960822
0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.0,71,11.0,-0.2436356900960822,-0.2436356900960822,-0.14384102821350098,1.1920928955078125e-07,0.0,-0.14384102821350098,1,2.0,,0,1,1.0986123085021973,ok,1.0986123085021973,1.0986121892929077,ok,1.2424533367156982,0,5.239999771118164,0.6870229244232178,1,cross_text_prompt_vs_cross_speaker_target,aba_train_arctic_a0017,1,aba,1,0,0,1,,1,train,,aba_train_arctic_a0016,exact_global_family,aba,9.0,1.0,0.375,11.0,bdl_train_arctic_a0016,bdl,0.0,-0.2436356900960822
-0.40546512603759766,-0.3499999940395355,-0.725187688013268,-0.34999999366129453,0.35,1.0,0.5232481956481934,0.3499999940395355,71,11.0,0.48155197810873124,0.10636428953422357,-0.5493061542510986,-0.768642783164978,-0.6931471824645996,-0.5493061542510986,3,6.0,,0,1,0.6931471824645996,ok,1.3862943649291992,1.4617899656295776,ok,1.2424533367156982,0,5.239999771118164,0.6870229244232178,1,cross_text_prompt_vs_cross_speaker_target,aba_train_arctic_a0017,1,aba,1,0,0,1,,1,train,,aba_train_arctic_a0016,exact_global_family,aba,5.0,1.0,0.2083333283662796,11.0,bdl_train_arctic_a0016,bdl,0.0,-0.2436356900960822
0.9808292388916016,0.3499999940395355,0.9808292296641994,0.34999999366129453,0.35,1.0,-0.9808292388916016,-0.3499999940395355,72,11.0,-1.2244649494729636,-0.5936357002644223,0.8369882106781006,0.9808293581008911,0.9808292388916016,0.8369882106781006,1,2.0,,0,1,2.079441547393799,ok,1.0986123085021973,1.0986121892929077,ok,1.2424533367156982,0,5.239999771118164,0.8015267252922058,1,cross_text_prompt_vs_cross_speaker_target,aba_train_arctic_a0017,1,aba,1,0,0,1,,1,train,,aba_train_arctic_a0016,exact_global_family,aba,9.0,1.0,0.3214285671710968,11.0,bdl_train_arctic_a0016,bdl,0.0,-0.2436356900960822
0.9808292388916016,0.3499999940395355,0.6611066808255036,0.20958942001806088,0.35,1.0,-0.8630461692810059,-0.3499999940395355,72,11.0,-0.9047424006342678,-0.45322511935808857,0.8369882106781006,0.6176515817642212,0.6931471824645996,0.8369882106781006,3,6.0,,0,1,2.079441547393799,ok,1.3862943649291992,1.4617899656295776,ok,1.2424533367156982,0,5.239999771118164,0.8015267252922058,1,cross_text_prompt_vs_cross_speaker_target,aba_train_arctic_a0017,1,aba,1,0,0,1,,1,train,,aba_train_arctic_a0016,exact_global_family,aba,5.0,1.0,0.1785714328289032,11.0,bdl_train_arctic_a0016,bdl,0.0,-0.2436356900960822
0.9140634536743164,0.3499999940395355,0.9140634465965277,0.34999999366129453,0.35,1.0,-0.9140634536743164,-0.3499999940395355,63,12.0,-1.1576991650847284,-0.5936357002644223,0.7702224254608154,0.914063572883606,0.9140634536743164,0.7702224254608154,1,2.0,,0,1,2.0126757621765137,ok,1.0986123085021973,1.0986121892929077,ok,1.2424533367156982,0,5.239999771118164,0.7900763154029846,1,cross_text_prompt_vs_cross_speaker_target,aba_train_arctic_a0017,1,aba,1,0,0,1,,1,train,,aba_train_arctic_a0016,exact_global_family,aba,10.0,1.0,0.37037035822868347,12.0,bdl_train_arctic_a0016,bdl,0.0,-0.2436356900960822
0.28768205642700195,0.28768205642700195,-0.032040500292473156,0.14904161189540913,0.35,0.22727272727272727,-0.16989898681640625,-0.28768205642700195,63,12.0,-0.21159520432980913,-0.3926773099148732,0.14384102821350098,-0.07549560070037842,0.0,0.14384102821350098,3,6.0,,0,1,1.3862943649291992,ok,1.3862943649291992,1.4617899656295776,ok,1.2424533367156982,0,5.239999771118164,0.7900763154029846,1,cross_text_prompt_vs_cross_speaker_target,aba_train_arctic_a0017,1,aba,1,0,0,1,,1,train,,aba_train_arctic_a0016,exact_global_family,aba,6.0,1.0,0.2222222238779068,12.0,bdl_train_arctic_a0016,bdl,0.0,-0.2436356900960822
-0.0034842491149902344,-0.0034842491149902344,0.10627506743088636,0.10627506743088636,0.35,0.0,0.4089493751525879,0.4089493751525879,57,8.0,-0.2341795035011748,-0.2341795035011748,0.8719844818115234,0.1115884780883789,0.2841978073120117,0.8719844818115234,1,2.0,,1,1,2.4814224243164062,ok,2.1972246170043945,2.3698339462280273,ok,1.6094379425048828,1,5.71999979019165,0.7692307829856873,1,cross_text_prompt_vs_cross_speaker_target,aba_train_arctic_a0016,1,aba,1,0,0,1,,1,train,,aba_train_arctic_a0017,exact_global_family,aba,6.0,1.0,0.1875,8.0,bdl_train_arctic_a0017,bdl,0.40546512603759766,-0.12790444118371083
0.40477871894836426,0.3499999940395355,0.8241247559814094,0.24207443699997952,0.35,0.56,-0.6767125129699707,0.055465131998062134,57,8.0,-0.9520291771839583,-0.36997887426846265,1.2157089710235596,0.8798297643661499,1.9088561534881592,1.2157089710235596,3,6.0,,1,1,2.602003335952759,ok,0.6931471824645996,1.7221735715866089,ok,1.3862943649291992,1,5.71999979019165,0.7692307829856873,1,cross_text_prompt_vs_cross_speaker_target,aba_train_arctic_a0016,1,aba,1,0,0,1,,1,train,,aba_train_arctic_a0017,exact_global_family,aba,2.0,1.0,0.0625,8.0,bdl_train_arctic_a0017,bdl,0.40546512603759766,-0.12790444118371083
