bc_max,bc_mean,bc_p90,clean_count_000,clean_count_030,clean_count_035,clean_count_040,clean_count_045,clean_count_050,closed_run_count,configured_clean_count,configured_g_domain_valid,configured_support_count,configured_support_domain_valid,configured_support_seed_count,configured_support_weight,error,g_domain_valid_000,g_domain_valid_030,g_domain_valid_035,g_domain_valid_040,g_domain_valid_045,g_domain_valid_050,item_name,num_prompt_runs,open_run_count,prompt_id,prompt_ref_len_sec,prompt_ref_len_valid,prompt_speech_ratio,prompt_speech_ratio_valid,raw_silent_token_count,sep_nonzero_count,source_silence_run_count,speaker,speech_run_count,split,support_count_000,support_count_030,support_count_035,support_count_040,support_count_045,support_count_050,support_domain_valid_000,support_domain_valid_030,support_domain_valid_035,support_domain_valid_040,support_domain_valid_045,support_domain_valid_050,support_seed_count_000,support_seed_count_030,support_seed_count_035,support_seed_count_040,support_seed_count_045,support_seed_count_050,support_weight_000,support_weight_030,support_weight_035,support_weight_040,support_weight_045,support_weight_050,valid_run_count
0.46809494495391846,0.2431146651506424,0.4169996857643128,35.0,6.0,5.0,5.0,1.0,0.0,35.0,0.0,0.0,33.0,1.0,35.0,0.0,,1.0,1.0,1.0,1.0,1.0,0.0,bdl_train_arctic_a0013,35,0.0,arctic_a0013,4.21999979019165,1.0,1.0,1.0,0,0,0.0,bdl,35.0,train,33.0,4.0,3.0,3.0,1.0,33.0,1.0,1.0,1.0,1.0,1.0,1.0,35.0,6.0,5.0,5.0,1.0,35.0,26.206941604614258,3.5325403213500977,2.6693763732910156,2.6693763732910156,0.8936190009117126,0.0,35.0
0.4799047112464905,0.24241335690021515,0.3849499344825745,28.0,6.0,4.0,3.0,1.0,0.0,28.0,0.0,0.0,26.0,1.0,28.0,0.0,,1.0,1.0,1.0,1.0,1.0,0.0,bdl_train_arctic_a0014,28,0.0,arctic_a0014,3.059999942779541,1.0,1.0,1.0,0,0,0.0,bdl,28.0,train,26.0,4.0,2.0,1.0,1.0,26.0,1.0,1.0,1.0,1.0,1.0,1.0,28.0,6.0,4.0,3.0,1.0,28.0,20.816877365112305,3.497321367263794,1.7661257982254028,0.8853840827941895,0.895980954170227,0.0,28.0
,,,,,,,,,,,,,,,,"minimal_v1 prompt conditioning rejects prompt conditioning for bdl_train_arctic_a0015: ref_len_sec=1.840 outside [3.0, 8.0]",,,,,,,bdl_train_arctic_a0015,,,arctic_a0015,,,,,,,,bdl,,train,,,,,,,,,,,,,,,,,,,,,,,,,
0.48869752883911133,0.2411702275276184,0.35725730657577515,39.0,7.0,5.0,3.0,1.0,0.0,39.0,0.0,0.0,37.0,1.0,39.0,0.0,,1.0,1.0,1.0,1.0,1.0,0.0,bdl_train_arctic_a0016,39,0.0,arctic_a0016,3.880000114440918,1.0,1.0,1.0,0,0,0.0,bdl,39.0,train,37.0,5.0,3.0,1.0,1.0,37.0,1.0,1.0,1.0,1.0,1.0,1.0,39.0,7.0,5.0,3.0,1.0,39.0,27.179821014404297,4.408303737640381,2.656064748764038,0.8863036632537842,0.8977395296096802,0.0,39.0
0.4618605375289917,0.24323460459709167,0.39754632711410526,35.0,7.0,6.0,4.0,2.0,0.0,35.0,0.0,0.0,33.0,1.0,35.0,0.0,,1.0,1.0,1.0,1.0,1.0,0.0,slt_train_arctic_a0009,35,0.0,arctic_a0009,3.0999999046325684,1.0,1.0,1.0,0,0,0.0,slt,35.0,train,33.0,5.0,4.0,2.0,2.0,33.0,1.0,1.0,1.0,1.0,1.0,1.0,35.0,7.0,6.0,4.0,2.0,35.0,24.041473388671875,4.403997898101807,3.541311502456665,1.7743334770202637,1.7835190296173096,0.0,35.0
0.44979703426361084,0.24486662447452545,0.3893917679786682,23.0,5.0,4.0,2.0,0.0,0.0,23.0,0.0,0.0,21.0,1.0,23.0,0.0,,1.0,1.0,1.0,1.0,0.0,0.0,slt_train_arctic_a0010,23,0.0,arctic_a0010,3.0199999809265137,1.0,1.0,1.0,0,0,0.0,slt,23.0,train,21.0,3.0,2.0,2.0,21.0,21.0,1.0,1.0,1.0,1.0,1.0,1.0,23.0,5.0,4.0,2.0,23.0,23.0,15.958077430725098,2.632331371307373,1.765819787979126,1.779791235923767,0.0,0.0,23.0
0.48032841086387634,0.24256309866905212,0.38356597423553473,38.0,9.0,8.0,3.0,1.0,0.0,38.0,0.0,0.0,36.0,1.0,38.0,0.0,,1.0,1.0,1.0,1.0,1.0,0.0,slt_train_arctic_a0011,38,0.0,arctic_a0011,3.059999942779541,1.0,1.0,1.0,0,0,0.0,slt,38.0,train,36.0,7.0,6.0,1.0,1.0,36.0,1.0,1.0,1.0,1.0,1.0,1.0,38.0,9.0,8.0,3.0,1.0,38.0,26.887033462524414,6.145444869995117,5.257704257965088,0.8805313110351562,0.8960657119750977,0.0,38.0
,,,,,,,,,,,,,,,,"minimal_v1 prompt conditioning rejects prompt conditioning for slt_train_arctic_a0012: ref_len_sec=2.840 outside [3.0, 8.0]",,,,,,,slt_train_arctic_a0012,,,arctic_a0012,,,,,,,,slt,,train,,,,,,,,,,,,,,,,,,,,,,,,,
0.480445921421051,0.24321506917476654,0.36623168289661406,44.0,10.0,7.0,3.0,2.0,0.0,44.0,0.0,0.0,42.0,1.0,44.0,0.0,,1.0,1.0,1.0,1.0,1.0,0.0,slt_train_arctic_a0013,44,0.0,arctic_a0013,3.5399999618530273,1.0,1.0,1.0,0,0,0.0,slt,44.0,train,42.0,8.0,5.0,1.0,2.0,42.0,1.0,1.0,1.0,1.0,1.0,1.0,44.0,10.0,7.0,3.0,2.0,44.0,32.28578567504883,7.012653350830078,4.3883466720581055,0.8960891962051392,1.7865195274353027,0.0,44.0
,,,,,,,,,,,,,,,,"minimal_v1 prompt conditioning rejects prompt conditioning for slt_train_arctic_a0014: ref_len_sec=2.900 outside [3.0, 8.0]",,,,,,,slt_train_arctic_a0014,,,arctic_a0014,,,,,,,,slt,,train,,,,,,,,,,,,,,,,,,,,,,,,,
