alignment_cost_mean,alignment_coverage_mean,alignment_kind,alignment_match_mean,alignment_mean_coarse_confidence_speech,alignment_mean_local_confidence_speech,alignment_source,alignment_unmatched_speech_ratio,alignment_version,analytic_gap_abs_mean,budget_hit_neg_rate,budget_hit_pos_rate,c_star,coarse_bias_abs_mean,coarse_scalar_raw,coarse_target_abs_err,commit_ratio,cumulative_drift,delta_g,delta_g_ref_minus_src_prefix,delta_g_ref_minus_src_prefix_neg,delta_g_ref_minus_src_utt,delta_g_ref_minus_src_utt_neg,detach_global_term_in_local_head,eval_mode,exec_total_units,final_prefix_offset,g_compute_status,g_domain_valid,g_drop_edge_runs,g_min_speech_ratio,g_ref,g_speech_count,g_src_compute_status,g_src_prefix_mean,g_src_utt,g_strict_speech_only,g_support_count,g_support_ratio_vs_speech,g_support_ratio_vs_valid,g_trim_ratio,g_valid,g_valid_count,g_valid_support,g_variant,gate0_drop_reason,gate0_row_dropped,global_rate,item_name,lexical_mismatch,local_residual_abs_mean,local_silence_delta_share,oracle_bias,pair_id,predicted_bias,prefix_discrepancy,projection_conservation_error,projector_boundary_decay_rate,projector_boundary_hit_rate,prompt_g_invalid_clean,prompt_g_invalid_low_speech_ratio,prompt_g_invalid_missing_boundary,prompt_g_invalid_missing_closed,prompt_g_invalid_no_speech,prompt_g_invalid_ref_len,prompt_g_invalid_support,prompt_g_speech_ratio_count,prompt_g_speech_ratio_weighted,prompt_global_weight_present,prompt_speech_mask_explicit,prompt_speech_ratio,prompt_tempo_ref,prompt_total_units,prompt_unit_log_prior_present,prompt_unit_prior_vocab_size,ref_bin,ref_condition,ref_len_sec,ref_name,ref_pair_item_name,ref_prompt_id,ref_spk,reference_seconds,reference_speech_ratio,residual_bias_share,residual_gate_mean,residual_target_corr,residual_target_count,residual_target_slope,same_speaker,same_speaker_reference,same_speaker_target,same_text,same_text_reference,same_text_target,sample_id,silence_fraction,silence_leakage,silence_mae,source_name,source_run_count,source_total_units,speech_analytic_mean,speech_mae,speech_ratio,speech_target_mean,speech_weighted_mae,split,src_id,src_prompt_id,src_spk,target_duration_surface,target_total_units,tempo_delta,tempo_out,tempo_src,tgt_prompt_id,tgt_spk,utt_id,zbar_sp_star
0.6758102178573608,1.0,continuous_viterbi_v1,0.1908321976661682,nan,nan,run_state_viterbi,nan,2026-04-13,0.20480385422706604,0.0,0.0,-0.09261870384216309,0.0,-0.007975460961461067,0.08464324288070202,1.0,3.7671313285827637,0.20203137397766113,0.21615517139434814,-0.21615517139434814,0.20203137397766113,-0.20203137397766113,1.0,analytic,207.0,3.7671313285827637,ok,1.0,1.0,0.6000000238418579,1.5883257389068604,28.0,ok,1.3721705675125122,1.3862943649291992,1.0,9.0,0.3214285671710968,0.22499999403953552,0.2,1.0,40.0,1.0,trimmed_mean,ok,0.0,1.5883257389068604,aba_train_arctic_a0024,nan,0.040496405214071274,799999.9375,-0.09261870384216309,6,-0.007975460961461067,nan,-13.0,0.43478260869565216,0.43478260869565216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.699999988079071,0.8015267252922058,1.0,1.0,0.8015267252922058,0.18257418110551457,40,0.0,0.0,slow,slow,5.24,aba_train_arctic_a0017,aba_train_arctic_a0017,aba_train_arctic_a0017,aba,5.24,0.8015267252922058,0.672497570514679,0.5710686445236206,-0.15742306411266327,33.0,-9.93967342376709,1.0,1,nan,0.0,0,nan,aba_train_arctic_a0024::slow,0.28260868787765503,799999.9375,0.7697922587394714,aba_train_arctic_a0024,46,180.0,0.16748902201652527,1.0315948724746704,0.8015267252922058,-0.2151491641998291,1.0320169925689697,,aba_train_arctic_a0024,aba_train_arctic_a0024,aba,projection_raw,194.0,-0.05000000506182922,0.19999999398584362,0.24999999904767284,,,aba_train_arctic_a0024,0.0
0.6758102178573608,1.0,continuous_viterbi_v1,0.1908321976661682,nan,nan,run_state_viterbi,nan,2026-04-13,0.3157019317150116,0.0,0.0,-0.3499999940395355,0.0,-0.00800772663205862,0.3419922674074769,1.0,3.789085626602173,0.48431265354156494,0.49843645095825195,-0.49843645095825195,0.48431265354156494,-0.48431265354156494,1.0,analytic,241.0,3.789085626602173,ok,1.0,1.0,0.6000000238418579,1.8706070184707642,46.0,ok,1.3721705675125122,1.3862943649291992,1.0,18.0,0.3913043439388275,0.23999999463558197,0.2,1.0,75.0,1.0,trimmed_mean,ok,0.0,1.8706070184707642,aba_train_arctic_a0024,nan,0.04094765707850456,1211169.125,-0.3499999940395355,6,-0.00800772663205862,nan,-47.0,0.43478260869565216,0.43478260869565216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6133333444595337,0.8040935397148132,1.0,1.0,0.8040935397148132,0.24999999904767284,75,0.0,0.0,mid,mid,6.84,aba_train_arctic_a0023,aba_train_arctic_a0023,aba_train_arctic_a0023,aba,6.84,0.8040935397148132,0.6734845638275146,0.5710686445236206,-0.14241166412830353,33.0,-9.93967342376709,1.0,1,nan,0.0,0,nan,aba_train_arctic_a0024::mid,0.28260868787765503,1211169.125,0.8265801668167114,aba_train_arctic_a0024,46,180.0,0.3157019317150116,1.056492567062378,0.8040935397148132,-0.2151491641998291,1.0355368852615356,,aba_train_arctic_a0024,aba_train_arctic_a0024,aba,projection_raw,194.0,-0.05000000506182922,0.19999999398584362,0.24999999904767284,,,aba_train_arctic_a0024,0.0
0.6758102178573608,1.0,continuous_viterbi_v1,0.1908321976661682,nan,nan,run_state_viterbi,nan,2026-04-13,0.3499999940395355,0.0,0.0,-0.3499999940395355,0.0,-0.00808807648718357,0.34191191755235195,1.0,3.7896950244903564,0.8607547283172607,0.8748785257339478,-0.8748785257339478,0.8607547283172607,-0.8607547283172607,1.0,analytic,251.0,3.7896950244903564,ok,1.0,1.0,0.6000000238418579,2.24704909324646,32.0,ok,1.3721705675125122,1.3862943649291992,1.0,6.0,0.1875,0.1463414579629898,0.2,1.0,41.0,1.0,trimmed_mean,ok,0.0,2.24704909324646,aba_train_arctic_a0024,nan,0.04107695445418358,1300000.0,-0.3499999940395355,6,-0.00808807648718357,nan,-57.0,0.43478260869565216,0.43478260869565216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7804877758026123,0.7692307829856873,1.0,1.0,0.7692307829856873,0.33333332672197086,41,0.0,0.0,fast,fast,5.72,aba_train_arctic_a0016,aba_train_arctic_a0016,aba_train_arctic_a0016,aba,5.72,0.7692307829856873,0.6732070446014404,0.5710686445236206,-0.16009394824504852,33.0,-9.93967342376709,1.0,1,nan,0.0,0,nan,aba_train_arctic_a0024::fast,0.28260868787765503,1300000.0,0.8265801668167114,aba_train_arctic_a0024,46,180.0,0.3499999940395355,1.0620092153549194,0.7692307829856873,-0.2151491641998291,1.03533136844635,,aba_train_arctic_a0024,aba_train_arctic_a0024,aba,projection_raw,194.0,-0.05000000506182922,0.19999999398584362,0.24999999904767284,,,aba_train_arctic_a0024,0.0
0.6758102178573608,1.0,continuous_viterbi_v1,0.1908321976661682,nan,nan,run_state_viterbi,nan,2026-04-13,0.2828220725059509,0.0,0.0,-0.28039729595184326,0.0,-0.00799422524869442,0.27240307070314884,1.0,3.7807180881500244,0.3898099660873413,0.4039337635040283,-0.4039337635040283,0.3898099660873413,-0.3898099660873413,1.0,analytic,232.0,3.7807180881500244,ok,1.0,1.0,0.6000000238418579,1.7761043310165405,34.0,ok,1.3721705675125122,1.3862943649291992,1.0,9.0,0.2647058963775635,0.18367347121238708,0.2,1.0,49.0,1.0,trimmed_mean,ok,0.0,1.7761043310165405,aba_train_arctic_a0024,nan,0.04084963724017143,1078802.0,-0.28039729595184326,6,-0.00799422524869442,nan,-38.0,0.43478260869565216,0.43478260869565216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6938775777816772,0.7881773114204407,1.0,1.0,0.7881773114204407,0.28867513118218263,49,0.0,0.0,random_ref,random_ref,4.06,asi_train_arctic_a0027,asi_train_arctic_a0027,asi_train_arctic_a0027,asi,4.06,0.7881773114204407,0.6732807755470276,0.5710686445236206,-0.15081019699573517,33.0,-9.93967342376709,0.0,0,nan,0.0,0,nan,aba_train_arctic_a0024::random_ref,0.28260868787765503,1078802.0,0.8201698660850525,aba_train_arctic_a0024,46,180.0,0.2828220725059509,1.0487717390060425,0.7881773114204407,-0.2151491641998291,1.0325276851654053,,aba_train_arctic_a0024,aba_train_arctic_a0024,aba,projection_raw,194.0,-0.05000000506182922,0.19999999398584362,0.24999999904767284,,,aba_train_arctic_a0024,0.0
0.6758102178573608,1.0,continuous_viterbi_v1,0.1908321976661682,nan,nan,run_state_viterbi,nan,2026-04-13,0.19010290503501892,0.0,0.0,-0.023693084716796875,0.0,-0.007971289567649364,0.01572179514914751,1.0,3.765530824661255,0.13310575485229492,0.14722955226898193,-0.14722955226898193,0.13310575485229492,-0.13310575485229492,1.0,analytic,198.0,3.765530824661255,ok,1.0,1.0,0.6000000238418579,1.5194001197814941,52.0,ok,1.3721705675125122,1.3862943649291992,1.0,12.0,0.23076923191547394,0.1764705926179886,0.2,1.0,68.0,1.0,trimmed_mean,ok,0.0,1.5194001197814941,aba_train_arctic_a0024,nan,0.040369968861341476,779638.3125,-0.023693084716796875,6,-0.007971289567649364,nan,-4.0,0.43478260869565216,0.43478260869565216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7647058963775635,0.8345323801040649,1.0,1.0,0.8345323801040649,0.28867513118218263,68,0.0,0.0,source_only,source_only,5.56,aba_train_arctic_a0024,aba_train_arctic_a0024,aba_train_arctic_a0024,aba,5.56,0.8345323801040649,0.6721789240837097,0.5710686445236206,-0.15738356113433838,33.0,-9.93967342376709,1.0,1,nan,1.0,1,nan,aba_train_arctic_a0024::source_only,0.28260868787765503,779638.3125,0.7432824373245239,aba_train_arctic_a0024,46,180.0,0.12092156708240509,1.0336030721664429,0.8345323801040649,-0.2151491641998291,1.0389659404754639,,aba_train_arctic_a0024,aba_train_arctic_a0024,aba,projection_raw,194.0,0.0,0.24999999904767284,0.24999999904767284,,,aba_train_arctic_a0024,0.0
0.6385669112205505,1.0,continuous_viterbi_v1,0.3837989866733551,nan,nan,run_state_viterbi,nan,2026-04-13,0.34999996423721313,0.0,0.0,0.5582584142684937,0.0,-0.00799422524869442,0.5662526395171881,1.0,2.221780776977539,0.16666638851165771,0.5508891344070435,-0.5508891344070435,0.16666638851165771,-0.16666638851165771,1.0,analytic,144.0,2.221780776977539,ok,1.0,1.0,0.6000000238418579,1.7761043310165405,34.0,ok,1.225215196609497,1.6094379425048828,1.0,9.0,0.2647058963775635,0.18367347121238708,0.2,1.0,49.0,1.0,trimmed_mean,ok,0.0,1.7761043310165405,asi_train_arctic_a0019,nan,0.05088748037815094,699999.9375,0.5582584142684937,2,-0.00799422524869442,nan,45.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6938775777816772,0.7881773114204407,1.0,1.0,0.7881773114204407,0.28867513118218263,49,0.0,0.0,slow,slow,4.06,asi_train_arctic_a0027,asi_train_arctic_a0027,asi_train_arctic_a0027,asi,4.06,0.7881773114204407,0.6998881697654724,0.6474117636680603,-0.47026684880256653,13.0,-18.93558120727539,1.0,1,nan,0.0,0,nan,asi_train_arctic_a0019::slow,0.3499999940395355,699999.9375,0.6385216116905212,asi_train_arctic_a0019,20,108.0,0.34999996423721313,1.2210623025894165,0.7881773114204407,0.31243500113487244,1.1913959980010986,,asi_train_arctic_a0019,asi_train_arctic_a0019,asi,projection_raw,189.0,-0.05714286060334248,0.14285713338250114,0.19999999398584362,,,asi_train_arctic_a0019,0.9082584381103516
0.6385669112205505,1.0,continuous_viterbi_v1,0.3837989866733551,nan,nan,run_state_viterbi,nan,2026-04-13,0.34999996423721313,0.0,0.0,0.5582584142684937,0.0,-0.007986120879650116,0.5662445351481438,1.0,2.221780776977539,0.09807896614074707,0.4823017120361328,-0.4823017120361328,0.09807896614074707,-0.09807896614074707,1.0,analytic,144.0,2.221780776977539,ok,1.0,1.0,0.6000000238418579,1.7075169086456299,32.0,ok,1.225215196609497,1.6094379425048828,1.0,7.0,0.21875,0.15555556118488312,0.2,1.0,45.0,1.0,trimmed_mean,ok,0.0,1.7075169086456299,asi_train_arctic_a0019,nan,0.05088748037815094,699999.9375,0.5582584142684937,2,-0.007986120879650116,nan,45.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7111111283302307,0.8333333134651184,1.0,1.0,0.8333333134651184,0.33333332672197086,45,0.0,0.0,mid,mid,3.96,asi_train_arctic_a0016,asi_train_arctic_a0016,asi_train_arctic_a0016,asi,3.96,0.8333333134651184,0.6999662518501282,0.6474117636680603,-0.47026684880256653,13.0,-18.93558120727539,1.0,1,nan,0.0,0,nan,asi_train_arctic_a0019::mid,0.3499999940395355,699999.9375,0.6385216116905212,asi_train_arctic_a0019,20,108.0,0.34999996423721313,1.2210623025894165,0.8333333134651184,0.31243500113487244,1.1913959980010986,,asi_train_arctic_a0019,asi_train_arctic_a0019,asi,projection_raw,189.0,-0.05714286060334248,0.14285713338250114,0.19999999398584362,,,asi_train_arctic_a0019,0.9082584381103516
0.6385669112205505,1.0,continuous_viterbi_v1,0.3837989866733551,nan,nan,run_state_viterbi,nan,2026-04-13,0.34999996423721313,0.0,0.0,0.5582584142684937,0.0,-0.008070151321589947,0.5663285655900836,1.0,2.221780776977539,0.568401575088501,0.9526243209838867,-0.9526243209838867,0.568401575088501,-0.568401575088501,1.0,analytic,144.0,2.221780776977539,ok,1.0,1.0,0.6000000238418579,2.177839517593384,37.0,ok,1.225215196609497,1.6094379425048828,1.0,8.0,0.21621622145175934,0.1428571492433548,0.2,1.0,56.0,1.0,trimmed_mean,ok,0.0,2.177839517593384,asi_train_arctic_a0019,nan,0.05088748037815094,699999.9375,0.5582584142684937,2,-0.008070151321589947,nan,45.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6607142686843872,0.8383838534355164,1.0,1.0,0.8383838534355164,0.49999999904767284,56,0.0,0.0,fast,fast,3.96,asi_train_arctic_a0017,asi_train_arctic_a0017,asi_train_arctic_a0017,asi,3.96,0.8383838534355164,0.6991581320762634,0.6474117636680603,-0.47026684880256653,13.0,-18.93558120727539,1.0,1,nan,0.0,0,nan,asi_train_arctic_a0019::fast,0.3499999940395355,699999.9375,0.6385216116905212,asi_train_arctic_a0019,20,108.0,0.34999996423721313,1.2210623025894165,0.8383838534355164,0.31243500113487244,1.1913959980010986,,asi_train_arctic_a0019,asi_train_arctic_a0019,asi,projection_raw,189.0,-0.05714286060334248,0.14285713338250114,0.19999999398584362,,,asi_train_arctic_a0019,0.9082584381103516
0.6385669112205505,1.0,continuous_viterbi_v1,0.3837989866733551,nan,nan,run_state_viterbi,nan,2026-04-13,0.34999996423721313,0.0,0.0,0.5582584142684937,0.0,-0.00808807648718357,0.5663464907556772,1.0,2.221780776977539,0.6376111507415771,1.021833896636963,-1.021833896636963,0.6376111507415771,-0.6376111507415771,1.0,analytic,144.0,2.221780776977539,ok,1.0,1.0,0.6000000238418579,2.24704909324646,32.0,ok,1.225215196609497,1.6094379425048828,1.0,6.0,0.1875,0.1463414579629898,0.2,1.0,41.0,1.0,trimmed_mean,ok,0.0,2.24704909324646,asi_train_arctic_a0019,nan,0.05088748037815094,699999.9375,0.5582584142684937,2,-0.00808807648718357,nan,45.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7804877758026123,0.7692307829856873,1.0,1.0,0.7692307829856873,0.33333332672197086,41,0.0,0.0,random_ref,random_ref,5.72,aba_train_arctic_a0016,aba_train_arctic_a0016,aba_train_arctic_a0016,aba,5.72,0.7692307829856873,0.6989859938621521,0.6474117636680603,-0.47026684880256653,13.0,-18.93558120727539,0.0,0,nan,0.0,0,nan,asi_train_arctic_a0019::random_ref,0.3499999940395355,699999.9375,0.6385216116905212,asi_train_arctic_a0019,20,108.0,0.34999996423721313,1.2210623025894165,0.7692307829856873,0.31243500113487244,1.1913959980010986,,asi_train_arctic_a0019,asi_train_arctic_a0019,asi,projection_raw,189.0,-0.05714286060334248,0.14285713338250114,0.19999999398584362,,,asi_train_arctic_a0019,0.9082584381103516
0.6385669112205505,1.0,continuous_viterbi_v1,0.3837989866733551,nan,nan,run_state_viterbi,nan,2026-04-13,0.34999996423721313,0.0,0.0,0.5582584142684937,0.0,-0.008136270567774773,0.5663946848362684,1.0,2.221780776977539,0.8019545078277588,1.1861772537231445,-1.1861772537231445,0.8019545078277588,-0.8019545078277588,1.0,analytic,144.0,2.221780776977539,ok,1.0,1.0,0.6000000238418579,2.4113924503326416,28.0,ok,1.225215196609497,1.6094379425048828,1.0,3.0,0.1071428582072258,0.0833333358168602,0.2,1.0,36.0,1.0,trimmed_mean,ok,0.0,2.4113924503326416,asi_train_arctic_a0019,nan,0.05088748037815094,699999.9375,0.5582584142684937,2,-0.008136270567774773,nan,45.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7777777910232544,0.7938144207000732,1.0,1.0,0.7938144207000732,0.33333332672197086,36,0.0,0.0,source_only,source_only,3.88,asi_train_arctic_a0019,asi_train_arctic_a0019,asi_train_arctic_a0019,asi,3.88,0.7938144207000732,0.6985235214233398,0.6474117636680603,-0.47026684880256653,13.0,-18.93558120727539,1.0,1,nan,1.0,1,nan,asi_train_arctic_a0019::source_only,0.3499999940395355,699999.9375,0.6385216116905212,asi_train_arctic_a0019,20,108.0,0.34999996423721313,1.2210623025894165,0.7938144207000732,0.31243500113487244,1.1913959980010986,,asi_train_arctic_a0019,asi_train_arctic_a0019,asi,projection_raw,189.0,-0.05714286060334248,0.14285713338250114,0.19999999398584362,,,asi_train_arctic_a0019,0.9082584381103516
