bc_max,bc_mean,bc_p90,clean_count_000,clean_count_030,clean_count_035,clean_count_040,clean_count_045,clean_count_050,closed_run_count,configured_clean_count,configured_g_domain_valid,configured_support_count,configured_support_domain_valid,configured_support_seed_count,configured_support_weight,g_domain_valid_000,g_domain_valid_030,g_domain_valid_035,g_domain_valid_040,g_domain_valid_045,g_domain_valid_050,item_name,num_prompt_runs,open_run_count,prompt_id,prompt_ref_len_sec,prompt_ref_len_valid,prompt_speech_ratio,prompt_speech_ratio_valid,raw_silent_token_count,sep_nonzero_count,source_boundary_max,source_phrase_reachable,source_phrase_threshold,source_silence_run_count,speaker,speech_run_count,split,support_count_000,support_count_030,support_count_035,support_count_040,support_count_045,support_count_050,support_domain_valid_000,support_domain_valid_030,support_domain_valid_035,support_domain_valid_040,support_domain_valid_045,support_domain_valid_050,support_seed_count_000,support_seed_count_030,support_seed_count_035,support_seed_count_040,support_seed_count_045,support_seed_count_050,support_weight_000,support_weight_030,support_weight_035,support_weight_040,support_weight_045,support_weight_050,valid_run_count
0.9680655002593994,0.3678815960884094,0.6552273750305178,48.0,20.0,13.0,9.0,8.0,7.0,53.0,7.0,1.0,5.0,1.0,7.0,22.31560516357422,1.0,1.0,1.0,1.0,1.0,1.0,bdl_train_arctic_a0022,53,0.0,arctic_a0022,4.360000133514404,1.0,0.9495412707328796,1.0,0,8,0.9741182923316956,1.0,0.55,5.0,bdl,48.0,train,46.0,18.0,11.0,7.0,6.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,48.0,20.0,13.0,9.0,8.0,7.0,34.75929260253906,22.31560516357422,22.31560516357422,22.31560516357422,22.31560516357422,22.31560516357422,53.0
0.7019830942153931,0.4205891191959381,0.6331732273101807,45.0,29.0,18.0,15.0,13.0,12.0,56.0,12.0,1.0,10.0,1.0,12.0,21.24271583557129,1.0,1.0,1.0,1.0,1.0,1.0,bdl_train_arctic_a0023,56,0.0,arctic_a0023,5.260000228881836,1.0,0.9201520681381226,1.0,0,17,0.7571524381637573,1.0,0.55,11.0,bdl,45.0,train,43.0,27.0,16.0,13.0,11.0,10.0,1.0,1.0,1.0,1.0,1.0,1.0,45.0,29.0,18.0,15.0,13.0,12.0,30.312969207763672,21.880626678466797,21.24271583557129,21.24271583557129,21.24271583557129,21.24271583557129,56.0
0.6750096082687378,0.38913750648498535,0.6177145302295685,36.0,19.0,14.0,10.0,8.0,7.0,42.0,7.0,1.0,5.0,1.0,7.0,16.657855987548828,1.0,1.0,1.0,1.0,1.0,1.0,bdl_train_arctic_a0024,42,0.0,arctic_a0024,3.880000114440918,1.0,0.9432989954948425,1.0,0,9,0.7314841747283936,1.0,0.55,6.0,bdl,36.0,train,34.0,17.0,12.0,8.0,6.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,36.0,19.0,14.0,10.0,8.0,7.0,25.09556770324707,17.042930603027344,16.657855987548828,16.657855987548828,16.657855987548828,16.657855987548828,42.0
0.7770048379898071,0.40590402483940125,0.61511310338974,33.0,21.0,15.0,11.0,9.0,7.0,39.0,7.0,1.0,5.0,1.0,7.0,15.591904640197754,1.0,1.0,1.0,1.0,1.0,1.0,bdl_train_arctic_a0027,39,0.0,arctic_a0027,4.119999885559082,1.0,0.917475700378418,1.0,0,10,0.8200350999832153,1.0,0.55,6.0,bdl,33.0,train,31.0,19.0,13.0,9.0,7.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,33.0,21.0,15.0,11.0,9.0,7.0,22.448366165161133,16.060476303100586,15.591904640197754,15.591904640197754,15.591904640197754,15.591904640197754,39.0
0.9345556497573853,0.4010446071624756,0.6712154150009155,38.0,16.0,13.0,10.0,6.0,5.0,46.0,5.0,1.0,3.0,1.0,5.0,16.96910285949707,1.0,1.0,1.0,1.0,1.0,1.0,slt_train_arctic_a0016,46,0.0,arctic_a0016,3.5799999237060547,1.0,0.8603351712226868,1.0,0,11,0.9471049308776855,1.0,0.55,8.0,slt,38.0,train,36.0,14.0,11.0,8.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,38.0,16.0,13.0,10.0,6.0,5.0,24.16854476928711,16.96910285949707,16.96910285949707,16.96910285949707,16.96910285949707,16.96910285949707,46.0
0.8667445182800293,0.3442398011684418,0.547318172454834,45.0,20.0,15.0,10.0,8.0,6.0,48.0,6.0,1.0,4.0,1.0,6.0,19.750988006591797,1.0,1.0,1.0,1.0,1.0,1.0,slt_train_arctic_a0017,48,0.0,arctic_a0017,4.039999961853027,1.0,0.9257425665855408,1.0,0,4,0.8924198150634766,1.0,0.55,3.0,slt,45.0,train,43.0,18.0,13.0,8.0,6.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,45.0,20.0,15.0,10.0,8.0,6.0,31.02719497680664,19.750988006591797,19.750988006591797,19.750988006591797,19.750988006591797,19.750988006591797,48.0
0.9025760889053345,0.41429248452186584,0.6299793243408203,27.0,17.0,10.0,6.0,5.0,5.0,35.0,5.0,1.0,3.0,1.0,5.0,12.245400428771973,1.0,1.0,1.0,1.0,1.0,1.0,slt_train_arctic_a0019,35,0.0,arctic_a0019,3.4800000190734863,1.0,0.9022988677024841,1.0,0,10,0.9211937785148621,1.0,0.55,8.0,slt,27.0,train,25.0,15.0,8.0,4.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,27.0,17.0,10.0,6.0,5.0,5.0,19.293529510498047,12.51274585723877,12.245400428771973,12.245400428771973,12.245400428771973,12.245400428771973,35.0
0.9772473573684692,0.3912445306777954,0.6903873145580295,27.0,11.0,8.0,5.0,5.0,4.0,32.0,4.0,1.0,2.0,1.0,4.0,12.068028450012207,1.0,1.0,1.0,1.0,1.0,1.0,slt_train_arctic_a0020,32,0.0,arctic_a0020,3.119999885559082,1.0,0.8910256624221802,1.0,0,7,0.9815486669540405,1.0,0.55,5.0,slt,27.0,train,25.0,9.0,6.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,27.0,11.0,8.0,5.0,5.0,4.0,19.15420150756836,12.068028450012207,12.068028450012207,12.068028450012207,12.068028450012207,12.068028450012207,32.0
0.9167280197143555,0.35807865858078003,0.5805632293224335,53.0,24.0,17.0,13.0,11.0,10.0,58.0,10.0,1.0,8.0,1.0,10.0,22.359935760498047,1.0,1.0,1.0,1.0,1.0,1.0,slt_train_arctic_a0022,58,0.0,arctic_a0022,4.320000171661377,1.0,0.8935185074806213,1.0,0,7,0.9327004551887512,1.0,0.55,5.0,slt,53.0,train,51.0,22.0,15.0,11.0,9.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,53.0,24.0,17.0,13.0,11.0,10.0,37.66167449951172,22.359935760498047,22.359935760498047,22.359935760498047,22.359935760498047,22.359935760498047,58.0
0.9125173091888428,0.39765873551368713,0.6524474620819092,52.0,25.0,18.0,16.0,12.0,11.0,61.0,11.0,1.0,9.0,1.0,11.0,24.471267700195312,1.0,1.0,1.0,1.0,1.0,1.0,slt_train_arctic_a0023,61,0.0,arctic_a0023,4.800000190734863,1.0,0.9041666388511658,1.0,0,14,0.9292102456092834,1.0,0.55,9.0,slt,52.0,train,50.0,23.0,16.0,14.0,10.0,9.0,1.0,1.0,1.0,1.0,1.0,1.0,52.0,25.0,18.0,16.0,12.0,11.0,35.24431610107422,24.471267700195312,24.471267700195312,24.471267700195312,24.471267700195312,24.471267700195312,61.0
