abar_sp_star,abar_sp_star_runtime,amean_sp_star,amean_sp_star_runtime,analytic_gap_clip,analytic_saturation_rate,c_star,c_star_runtime,candidate_token,clean_count,cmean_sp_star,cmean_sp_star_runtime,delta_g,delta_g_ref_minus_src_prefix,delta_g_ref_minus_src_utt,drop_edge_runs_for_g,edge_runs_dropped,error,fetch_index,g_domain_valid,g_ref,g_ref_status,g_src_prefix_mean,g_src_status,g_src_utt,pair_id,prompt_ref_len_sec,prompt_speech_ratio,protocol_misaligned,protocol_slice,ref_item_name,ref_len_valid,ref_spk,same_speaker_reference,same_speaker_target,same_text_reference,same_text_target,sample_id,speech_ratio_valid,split,src_id,src_item_name,src_prefix_stat_mode,src_spk,support_count,support_domain_valid,support_fraction,support_seed_count,tgt_item_name,tgt_spk,zbar_sp_star,zmean_sp_star
0.4897134304046631,0.3499999940395355,0.4842202443019501,0.34971786448251213,0.35,0.9545454545454546,-0.4897134304046631,-0.3499999940395355,57,11.0,-0.7278559472735279,-0.5933535697650762,0.15610015392303467,0.4830191135406494,0.15610015392303467,1,2.0,,0,1,1.5883257389068604,ok,1.105306625366211,ok,1.4322255849838257,0,5.239999771118164,0.8015267252922058,1,cross_text_prompt_vs_cross_speaker_target,aba_train_arctic_a0017,1,aba,1,0,0,1,,1,train,,aba_train_arctic_a0016,exact_global_family,aba,9.0,1.0,0.3214285671710968,11.0,bdl_train_arctic_a0016,bdl,0.0,-0.2436356900960822
-0.23785758018493652,-0.23785758018493652,-0.1059374183472516,-0.1059374183472516,0.35,0.0,0.6391818523406982,0.6391818523406982,57,8.0,-0.02196703269203236,-0.02196703269203236,0.798218846321106,-0.09248709678649902,0.798218846321106,1,2.0,,1,1,2.24704909324646,ok,2.339536190032959,ok,1.448830246925354,1,5.71999979019165,0.7692307829856873,1,cross_text_prompt_vs_cross_speaker_target,aba_train_arctic_a0016,1,aba,1,0,0,1,,1,train,,aba_train_arctic_a0017,exact_global_family,aba,6.0,1.0,0.1875,8.0,bdl_train_arctic_a0017,bdl,0.40546512603759766,-0.12790444118371083
-0.15084624290466309,-0.15084624290466309,-0.150846243915451,-0.150846243915451,0.35,0.0,-0.6964516639709473,-0.6964516639709473,57,8.0,0.05830269385599636,0.05830269385599636,0.9092973470687866,-0.1508464813232422,0.9092973470687866,1,2.0,,2,1,2.24704909324646,ok,2.397895574569702,ok,1.3377517461776733,2,5.71999979019165,0.7692307829856873,1,cross_text_prompt_vs_cross_speaker_target,aba_train_arctic_a0016,1,aba,1,0,0,1,,1,train,,aba_train_arctic_a0019,exact_global_family,aba,6.0,1.0,0.1875,8.0,bdl_train_arctic_a0019,bdl,-0.8472979068756104,-0.09254357255156802
-1.2494585514068604,-0.3499999940395355,-1.2494585509753708,-0.3499999929958372,0.35,1.0,0.40216064453125,-0.49729791283607483,57,8.0,1.21449709843735,0.31503854175488344,1.1505072116851807,-1.2494585514068604,1.1505072116851807,1,2.0,,3,1,2.24704909324646,ok,3.4965076446533203,ok,1.0965418815612793,3,5.71999979019165,0.7692307829856873,1,cross_text_prompt_vs_cross_speaker_target,aba_train_arctic_a0016,1,aba,1,0,0,1,,1,train,,aba_train_arctic_a0020,exact_global_family,aba,6.0,1.0,0.1875,8.0,bdl_train_arctic_a0020,bdl,-0.8472979068756104,-0.034961442161483405
0.4552896022796631,0.3499999940395355,0.7041118330007939,0.34999999352787353,0.35,1.0,-0.4552896022796631,-0.3499999940395355,57,8.0,-0.43595507112984844,-0.08184323909698414,1.2209093570709229,0.7210701704025269,1.2209093570709229,1,2.0,,4,1,2.24704909324646,ok,1.525978922843933,ok,1.026139736175537,4,5.71999979019165,0.7692307829856873,1,cross_text_prompt_vs_cross_speaker_target,aba_train_arctic_a0016,1,aba,1,0,0,1,,1,train,,aba_train_arctic_a0022,exact_global_family,aba,6.0,1.0,0.1875,8.0,bdl_train_arctic_a0022,bdl,0.0,0.2681567576091658
0.9032294750213623,0.3499999940395355,0.4542805081915023,0.1205211333448885,0.35,0.8974358974358975,-0.5694029331207275,-0.3499999940395355,57,8.0,-0.71447671300384,-0.38071732722924484,0.9740008115768433,0.5184198617935181,0.9740008115768433,1,2.0,,5,1,2.24704909324646,ok,1.728629231452942,ok,1.2730482816696167,5,5.71999979019165,0.7692307829856873,1,cross_text_prompt_vs_cross_speaker_target,aba_train_arctic_a0016,1,aba,1,0,0,1,,1,train,,aba_train_arctic_a0023,exact_global_family,aba,6.0,1.0,0.1875,8.0,bdl_train_arctic_a0023,bdl,-0.2231435775756836,-0.2601961983927612
0.4876774549484253,0.3499999940395355,0.8418101959324367,0.32714368999365767,0.35,0.9696969696969697,-0.4876774549484253,-0.3499999940395355,57,8.0,-0.9016186529719064,-0.38695215156067964,1.283985197544098,0.8431333303451538,1.283985197544098,1,2.0,,6,1,2.24704909324646,ok,1.4039157629013062,ok,0.9630638957023621,6,5.71999979019165,0.7692307829856873,1,cross_text_prompt_vs_cross_speaker_target,aba_train_arctic_a0016,1,aba,1,0,0,1,,1,train,,aba_train_arctic_a0024,exact_global_family,aba,6.0,1.0,0.1875,8.0,bdl_train_arctic_a0024,bdl,0.0,-0.05980846200341254
1.1484367847442627,0.3499999940395355,1.2289152237698542,0.34999999182289804,0.35,1.0,-1.1484367847442627,-0.3499999940395355,57,8.0,-1.3622662202723819,-0.4833509666246552,0.5731394290924072,1.2454833984375,0.5731394290924072,1,2.0,,7,1,2.24704909324646,ok,1.00156569480896,ok,1.6739096641540527,7,5.71999979019165,0.7692307829856873,1,cross_text_prompt_vs_cross_speaker_target,aba_train_arctic_a0016,1,aba,1,0,0,1,,1,train,,aba_train_arctic_a0027,exact_global_family,aba,6.0,1.0,0.1875,8.0,bdl_train_arctic_a0027,bdl,0.0,-0.13335099587351987
-0.22005581855773926,-0.22005581855773926,-0.16773648768333388,-0.19213596064479652,0.35,0.06896551724137931,0.22005581855773926,0.22005581855773926,57,10.0,0.023793992933535686,0.0481934653617049,1.102400302886963,-0.14638423919677734,1.102400302886963,1,2.0,,8,1,2.177839517593384,ok,2.324223756790161,ok,1.075439214706421,0,3.9600000381469727,0.8383838534355164,1,cross_text_prompt_vs_cross_speaker_target,asi_train_arctic_a0017,1,asi,1,0,0,1,,1,train,,asi_train_arctic_a0016,exact_global_family,asi,8.0,1.0,0.21621622145175934,10.0,bdl_train_arctic_a0016,bdl,0.0,-0.14394250301584632
0.6926760673522949,0.3499999940395355,0.6722837061926146,0.34999999444631363,0.35,1.0,0.0004711151123046875,0.2690390646457672,57,9.0,-0.035914971054259955,0.286368731674532,0.8465639352798462,0.6744648218154907,0.8465639352798462,1,2.0,,9,1,1.7075169086456299,ok,1.0330520868301392,ok,0.8609529733657837,1,3.9600000381469727,0.8333333134651184,1,cross_text_prompt_vs_cross_speaker_target,asi_train_arctic_a0016,1,asi,1,0,0,1,,1,train,,asi_train_arctic_a0017,exact_global_family,asi,7.0,1.0,0.21875,9.0,bdl_train_arctic_a0017,bdl,0.6190390586853027,0.6363687378452946
0.06270408630371094,0.06270408630371094,0.28835811651044024,0.17342852500730666,0.35,0.38461538461538464,0.7845938205718994,1.0276211500167847,57,9.0,0.32945123653877717,0.44438080888890374,0.15083980560302734,0.25877606868743896,0.15083980560302734,1,2.0,,10,1,1.7075169086456299,ok,1.448740839958191,ok,1.5566771030426025,2,3.9600000381469727,0.8333333134651184,1,cross_text_prompt_vs_cross_speaker_target,asi_train_arctic_a0016,1,asi,1,0,0,1,,1,train,,asi_train_arctic_a0019,exact_global_family,asi,7.0,1.0,0.21875,9.0,bdl_train_arctic_a0019,bdl,0.9082584381103516,0.6178093706061406
1.2257882356643677,0.3499999940395355,1.0839457011422922,0.345412097236167,0.35,0.7916666666666666,-1.2257882356643677,-0.3499999940395355,57,9.0,-0.8345313439975348,-0.09599771028108761,0.8825835585594177,1.0319904685020447,0.8825835585594177,1,2.0,,11,1,1.7075169086456299,ok,0.6755264401435852,ok,0.8249333500862122,3,3.9600000381469727,0.8333333134651184,1,cross_text_prompt_vs_cross_speaker_target,asi_train_arctic_a0016,1,asi,1,0,0,1,,1,train,,asi_train_arctic_a0020,exact_global_family,asi,7.0,1.0,0.21875,9.0,bdl_train_arctic_a0020,bdl,0.0,0.24941438337784075
0.3778555393218994,0.3499999940395355,0.5204951244999184,0.318957128121226,0.35,0.7575757575757576,-0.8744657635688782,-0.48353132605552673,57,9.0,-0.5759935154841368,-0.3744555178102861,0.5338525772094727,0.510816216468811,0.5338525772094727,1,2.0,,12,1,1.7075169086456299,ok,1.1967006921768188,ok,1.1736643314361572,4,3.9600000381469727,0.8333333134651184,1,cross_text_prompt_vs_cross_speaker_target,asi_train_arctic_a0016,1,asi,1,0,0,1,,1,train,,asi_train_arctic_a0022,exact_global_family,asi,7.0,1.0,0.21875,9.0,bdl_train_arctic_a0022,bdl,-0.2231435775756836,-0.05549840242478369
0.43866705894470215,0.3499999940395355,0.14537583002458035,0.18841802989379275,0.35,0.8055555555555556,-0.10219478607177734,-0.055465131998062134,57,9.0,0.026762312711756945,-0.0162799056687157,0.5720850229263306,0.21454215049743652,0.5720850229263306,1,2.0,,13,1,1.7075169086456299,ok,1.4929747581481934,ok,1.1354318857192993,5,3.9600000381469727,0.8333333134651184,1,cross_text_prompt_vs_cross_speaker_target,asi_train_arctic_a0016,1,asi,1,0,0,1,,1,train,,asi_train_arctic_a0023,exact_global_family,asi,7.0,1.0,0.21875,9.0,bdl_train_arctic_a0023,bdl,0.0,0.17213813513349827
1.0586285591125488,0.3499999940395355,0.9794766174081871,0.34999999066379417,0.35,1.0,-1.0586285591125488,-0.3499999940395355,57,9.0,-0.9344830416396852,-0.30500642024492347,1.0421019196510315,0.9983794689178467,1.0421019196510315,1,2.0,,14,1,1.7075169086456299,ok,0.7091374397277832,ok,0.6654149889945984,6,3.9600000381469727,0.8333333134651184,1,cross_text_prompt_vs_cross_speaker_target,asi_train_arctic_a0016,1,asi,1,0,0,1,,1,train,,asi_train_arctic_a0024,exact_global_family,asi,7.0,1.0,0.21875,9.0,bdl_train_arctic_a0024,bdl,0.0,0.044993577160871774
0.41711652278900146,0.3499999940395355,0.20293907999953756,0.16131629025702499,0.35,0.631578947368421,-0.19397294521331787,-0.12685641646385193,57,9.0,0.05702042255650649,0.09864318661137608,0.5747077465057373,0.22233402729034424,0.5747077465057373,1,2.0,,15,1,1.7075169086456299,ok,1.4851828813552856,ok,1.1328091621398926,7,3.9600000381469727,0.8333333134651184,1,cross_text_prompt_vs_cross_speaker_target,asi_train_arctic_a0016,1,asi,1,0,0,1,,1,train,,asi_train_arctic_a0027,exact_global_family,asi,7.0,1.0,0.21875,9.0,bdl_train_arctic_a0027,bdl,0.0,0.2599595039445653
1.8164024353027344,0.3499999940395355,1.4106235447875686,0.32548026679352315,0.35,0.7096774193548387,-1.5932588577270508,-0.2556920051574707,57,11.0,-1.2433737730316896,-0.1582305002233107,0.9215849041938782,1.363292932510376,0.9215849041938782,1,2.0,,16,1,1.8164024353027344,ok,0.4531095027923584,ok,0.8948175311088562,0,4.039999961853027,0.9356435537338257,1,cross_text_prompt_vs_cross_speaker_target,bdl_train_arctic_a0017,1,bdl,1,0,0,1,,1,train,,bdl_train_arctic_a0016,exact_global_family,bdl,9.0,1.0,0.1875,11.0,slt_train_arctic_a0016,slt,0.0,0.16724974571230886
2.4633939266204834,0.3499999940395355,2.4633939446415765,0.3499999946415053,0.35,1.0,-2.4633939266204834,-0.3499999940395355,57,7.0,-2.3317083810101615,-0.21831444054639484,1.377671241760254,2.4633939266204834,1.377671241760254,1,2.0,,17,1,2.4633939266204834,ok,0.0,ok,1.0857226848602295,1,3.880000114440918,0.9020618796348572,1,cross_text_prompt_vs_cross_speaker_target,bdl_train_arctic_a0016,1,bdl,1,0,0,1,,1,train,,bdl_train_arctic_a0017,exact_global_family,bdl,5.0,1.0,0.13513512909412384,7.0,slt_train_arctic_a0017,slt,0.0,0.13168556544785348
1.0735176801681519,0.3499999940395355,0.8068967138630785,0.2389671755402175,0.35,0.8,-1.0770995616912842,-0.3499999940395355,57,7.0,-1.1430150650355837,-0.5750855188658354,1.1899542808532715,0.8270723819732666,1.1899542808532715,1,2.0,,18,1,2.4633939266204834,ok,1.6363215446472168,ok,1.273439645767212,2,3.880000114440918,0.9020618796348572,1,cross_text_prompt_vs_cross_speaker_target,bdl_train_arctic_a0016,1,bdl,1,0,0,1,,1,train,,bdl_train_arctic_a0019,exact_global_family,bdl,5.0,1.0,0.13513512909412384,7.0,slt_train_arctic_a0019,slt,0.0,-0.3361183418724905
1.7702467441558838,0.3499999940395355,1.7702467450219017,0.3499999919095326,0.35,1.0,-2.4633939266204834,-1.0431472063064575,57,7.0,-1.8929843510586872,-0.4727375828623957,1.415047287940979,1.7702466249465942,1.415047287940979,1,2.0,,19,1,2.4633939266204834,ok,0.6931473016738892,ok,1.0483466386795044,3,3.880000114440918,0.9020618796348572,1,cross_text_prompt_vs_cross_speaker_target,bdl_train_arctic_a0016,1,bdl,1,0,0,1,,1,train,,bdl_train_arctic_a0020,exact_global_family,bdl,5.0,1.0,0.13513512909412384,7.0,slt_train_arctic_a0020,slt,-0.6931471824645996,-0.12273759438102723
0.9965180158615112,0.3499999940395355,0.9841661737738597,0.3499999943515911,0.35,1.0,-0.9965180158615112,-0.3499999940395355,57,7.0,-0.9825314876244235,-0.34836529077151823,1.3947582244873047,0.9843248128890991,1.3947582244873047,1,2.0,,20,1,2.4633939266204834,ok,1.4790691137313843,ok,1.0686357021331787,4,3.880000114440918,0.9020618796348572,1,cross_text_prompt_vs_cross_speaker_target,bdl_train_arctic_a0016,1,bdl,1,0,0,1,,1,train,,bdl_train_arctic_a0022,exact_global_family,bdl,5.0,1.0,0.13513512909412384,7.0,slt_train_arctic_a0022,slt,0.0,0.0016347051245597093
0.8539559841156006,0.3499999940395355,0.9803707646469537,0.34999999197920195,0.35,1.0,-0.9027462005615234,-0.3499999940395355,57,7.0,-0.9843066095182768,-0.3539358434656161,1.4615603685379028,1.0128486156463623,1.4615603685379028,1,2.0,,21,1,2.4633939266204834,ok,1.450545310974121,ok,1.0018335580825806,5,3.880000114440918,0.9020618796348572,1,cross_text_prompt_vs_cross_speaker_target,bdl_train_arctic_a0016,1,bdl,1,0,0,1,,1,train,,bdl_train_arctic_a0023,exact_global_family,bdl,5.0,1.0,0.13513512909412384,7.0,slt_train_arctic_a0023,slt,0.0,-0.0039358508662493295
1.2175040245056152,0.3499999940395355,1.0705934818383054,0.3499999922611663,0.35,1.0,-1.622969150543213,-0.7554651498794556,57,7.0,-1.0337880685976752,-0.31319459171467046,1.4365828037261963,1.0777801275253296,1.4365828037261963,1,2.0,,22,1,2.4633939266204834,ok,1.3856137990951538,ok,1.026811122894287,6,3.880000114440918,0.9020618796348572,1,cross_text_prompt_vs_cross_speaker_target,bdl_train_arctic_a0016,1,bdl,1,0,0,1,,1,train,,bdl_train_arctic_a0024,exact_global_family,bdl,5.0,1.0,0.13513512909412384,7.0,slt_train_arctic_a0024,slt,-0.40546512603759766,0.036805407275916475
