abar_sp_star,c_star,candidate_token,clean_count,delta_g,delta_g_ref_minus_src_prefix,delta_g_ref_minus_src_utt,drop_edge_runs_for_g,edge_runs_dropped,error,fetch_index,g_domain_valid,g_ref,g_ref_status,g_src_prefix_mean,g_src_status,g_src_utt,pair_id,prompt_ref_len_sec,prompt_speech_ratio,ref_item_name,ref_len_valid,ref_spk,same_speaker_reference,same_speaker_target,same_text_reference,same_text_target,sample_id,speech_ratio_valid,split,src_id,src_item_name,src_spk,support_count,support_domain_valid,support_fraction,support_seed_count,tgt_item_name,tgt_spk,zbar_sp_star
1.1784095764160156,-1.2126896381378174,57,11.0,0.15610015392303467,1.045509159564972,0.15610015392303467,1,2.0,,0,1,1.5883257389068604,ok,0.5428165793418884,ok,1.4322255849838257,0,5.239999771118164,0.8015267252922058,aba_train_arctic_a0017,1,aba,1,0,0,1,,1,train,,aba_train_arctic_a0016,aba,9.0,1.0,0.3214285671710968,11.0,bdl_train_arctic_a0016,bdl,0.0
1.4759936332702637,-1.5517563819885254,57,8.0,0.798218846321106,1.5506148934364319,0.798218846321106,1,2.0,,1,1,2.24704909324646,ok,0.6964341998100281,ok,1.448830246925354,1,5.71999979019165,0.7692307829856873,aba_train_arctic_a0016,1,aba,1,0,0,1,,1,train,,aba_train_arctic_a0017,aba,6.0,1.0,0.1875,8.0,bdl_train_arctic_a0017,bdl,0.40546512603759766
1.8875631093978882,-2.521275520324707,57,8.0,0.9092973470687866,1.8384821116924286,0.9092973470687866,1,2.0,,2,1,2.24704909324646,ok,0.40856698155403137,ok,1.3377517461776733,2,5.71999979019165,0.7692307829856873,aba_train_arctic_a0016,1,aba,1,0,0,1,,1,train,,aba_train_arctic_a0019,aba,6.0,1.0,0.1875,8.0,bdl_train_arctic_a0019,bdl,-0.8472979068756104
1.939335584640503,-2.9195215702056885,57,8.0,1.1505072116851807,1.906721830368042,1.1505072116851807,1,2.0,,3,1,2.24704909324646,ok,0.34032726287841797,ok,1.0965418815612793,3,5.71999979019165,0.7692307829856873,aba_train_arctic_a0016,1,aba,1,0,0,1,,1,train,,aba_train_arctic_a0020,aba,6.0,1.0,0.1875,8.0,bdl_train_arctic_a0020,bdl,-0.8472979068756104
1.7212432622909546,-1.6709678173065186,57,8.0,1.2209093570709229,1.6990053057670593,1.2209093570709229,1,2.0,,4,1,2.24704909324646,ok,0.5480437874794006,ok,1.026139736175537,4,5.71999979019165,0.7692307829856873,aba_train_arctic_a0016,1,aba,1,0,0,1,,1,train,,aba_train_arctic_a0022,aba,6.0,1.0,0.1875,8.0,bdl_train_arctic_a0022,bdl,0.0
1.50254225730896,-1.7525399923324585,57,8.0,0.9740008115768433,1.4738166332244873,0.9740008115768433,1,2.0,,5,1,2.24704909324646,ok,0.7732324600219727,ok,1.2730482816696167,5,5.71999979019165,0.7692307829856873,aba_train_arctic_a0016,1,aba,1,0,0,1,,1,train,,aba_train_arctic_a0023,aba,6.0,1.0,0.1875,8.0,bdl_train_arctic_a0023,bdl,-0.2231435775756836
1.6041035652160645,-1.5775341987609863,57,8.0,1.283985197544098,1.670793354511261,1.283985197544098,1,2.0,,6,1,2.24704909324646,ok,0.576255738735199,ok,0.9630638957023621,6,5.71999979019165,0.7692307829856873,aba_train_arctic_a0016,1,aba,1,0,0,1,,1,train,,aba_train_arctic_a0024,aba,6.0,1.0,0.1875,8.0,bdl_train_arctic_a0024,bdl,0.0
1.4894425868988037,-1.7258048057556152,57,8.0,0.5731394290924072,1.5687581896781921,0.5731394290924072,1,2.0,,7,1,2.24704909324646,ok,0.6782909035682678,ok,1.6739096641540527,7,5.71999979019165,0.7692307829856873,aba_train_arctic_a0016,1,aba,1,0,0,1,,1,train,,aba_train_arctic_a0027,aba,6.0,1.0,0.1875,8.0,bdl_train_arctic_a0027,bdl,0.0
1.5705654621124268,-1.6009291410446167,57,10.0,1.102400302886963,1.6262873411178589,1.102400302886963,1,2.0,,8,1,2.177839517593384,ok,0.5515521764755249,ok,1.075439214706421,0,3.9600000381469727,0.8383838534355164,asi_train_arctic_a0017,1,asi,1,0,0,1,,1,train,,asi_train_arctic_a0016,asi,8.0,1.0,0.21621622145175934,10.0,bdl_train_arctic_a0016,bdl,0.0
1.247713565826416,-0.7334445714950562,57,9.0,0.8465639352798462,1.2652102708816528,0.8465639352798462,1,2.0,,9,1,1.7075169086456299,ok,0.44230663776397705,ok,0.8609529733657837,1,3.9600000381469727,0.8333333134651184,asi_train_arctic_a0016,1,asi,1,0,0,1,,1,train,,asi_train_arctic_a0017,asi,7.0,1.0,0.21875,9.0,bdl_train_arctic_a0017,bdl,0.6190390586853027
