alignment_cost_mean,alignment_coverage_mean,alignment_kind,alignment_match_mean,alignment_mean_coarse_confidence_speech,alignment_mean_local_confidence_speech,alignment_source,alignment_unmatched_speech_ratio,alignment_version,analytic_gap_abs_mean,analytic_gap_clip_value,analytic_gap_preclip_abs_mean,analytic_gap_runtime_abs_mean,analytic_saturation_rate,budget_hit_neg_rate,budget_hit_pos_rate,c_star,coarse_bias_abs_mean,coarse_scalar_raw,coarse_target_abs_err,commit_ratio,counterfactual_clean_count,counterfactual_domain_valid,counterfactual_silent_token,cumulative_drift,delta_g,delta_g_ref_minus_src_prefix,delta_g_ref_minus_src_prefix_final,delta_g_ref_minus_src_prefix_final_neg,delta_g_ref_minus_src_prefix_neg,delta_g_ref_minus_src_utt,delta_g_ref_minus_src_utt_neg,detach_global_term_in_local_head,eval_mode,exec_total_units,final_prefix_offset,g_compute_status,g_domain_valid,g_drop_edge_runs,g_min_speech_ratio,g_ref,g_speech_count,g_src_compute_status,g_src_prefix_final,g_src_prefix_mean,g_src_utt,g_strict_speech_only,g_support_count,g_support_ratio_vs_speech,g_support_ratio_vs_valid,g_trim_ratio,g_valid,g_valid_count,g_valid_support,g_variant,gate0_drop_reason,gate0_row_dropped,global_rate,item_name,lexical_mismatch,local_residual_abs_mean,local_silence_delta_share,mean_speech_logstretch_continuous,mean_speech_logstretch_exec,mean_speech_logstretch_projected,oracle_bias,pair_id,predicted_bias,prefix_discrepancy,projection_conservation_error,projector_boundary_decay_rate,projector_boundary_hit_rate,projector_bucket_count,prompt_g_invalid_clean,prompt_g_invalid_low_speech_ratio,prompt_g_invalid_missing_boundary,prompt_g_invalid_missing_closed,prompt_g_invalid_no_speech,prompt_g_invalid_ref_len,prompt_g_invalid_support,prompt_g_ref,prompt_g_speech_ratio_count,prompt_g_speech_ratio_weighted,prompt_g_status,prompt_global_weight_present,prompt_speech_mask_explicit,prompt_speech_ratio,prompt_tempo_ref,prompt_total_units,prompt_unit_log_prior_present,prompt_unit_prior_vocab_size,ref_bin,ref_condition,ref_len_sec,ref_name,ref_pair_item_name,ref_prompt_id,ref_spk,reference_seconds,reference_speech_ratio,residual_bias_share,residual_gate_mean,residual_target_corr,residual_target_count,residual_target_slope,same_speaker,same_speaker_reference,same_speaker_target,same_text,same_text_reference,same_text_target,sample_id,silence_fraction,silence_leakage,silence_mae,source_name,source_run_count,source_total_units,speech_analytic_mean,speech_exec_ratio,speech_exec_ratio_continuous,speech_exec_ratio_projected,speech_mae,speech_ratio,speech_target_mean,speech_weighted_mae,split,src_id,src_prefix_stat_mode,src_prompt_id,src_spk,target_duration_surface,target_total_units,tempo_delta,tempo_out,tempo_out_continuous,tempo_out_preclip,tempo_out_preprojector,tempo_out_projected,tempo_src,tgt_prompt_id,tgt_spk,trim_head_runs,trim_tail_runs,utt_id,zbar_sp_star
0.7567434906959534,1.0,continuous_viterbi_v1,0.15139064192771912,nan,nan,run_state_viterbi,nan,2026-04-13,0.3500000238418579,0.3499999940395355,1.165099024772644,0.3500000238418579,1.0,0.0,0.0,-0.3499999940395355,0.0,-0.008159187622368336,0.3418408064171672,1.0,nan,1.0,57,7.149431228637695,1.382810115814209,1.1650992631912231,1.7882752418518066,-1.7882752418518066,-1.1650992631912231,1.382810115814209,-1.382810115814209,1.0,analytic,270.0,7.149431228637695,ok,1.0,1.0,0.6000000238418579,2.4814224243164062,32.0,ok,0.6931471824645996,1.316323161125183,1.0986123085021973,1.0,6.0,0.1875,0.1463414579629898,0.2,1.0,41.0,1.0,raw_median,ok,0.0,2.4814224243164062,aba_train_arctic_a0022,nan,0.057383183389902115,nan,0.34999996423721313,0.3437175452709198,0.3437175452709198,-0.3499999940395355,4,-0.008159187622368336,nan,-52.0,0.525,0.525,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4814224243164062,0.7804877758026123,0.7692307829856873,ok,1.0,1.0,0.7692307829856873,0.08362419187007972,41,0.0,0.0,slow,slow,5.72,aba_train_arctic_a0016,aba_train_arctic_a0016,aba_train_arctic_a0016,aba,5.72,0.7692307829856873,0.6999070644378662,0.6222747564315796,-0.3272450566291809,27.0,-10.416675567626953,1.0,1,nan,0.0,0,nan,aba_train_arctic_a0022::slow,0.32499998807907104,nan,1.2021692991256714,aba_train_arctic_a0022,40,196.0,0.3500000238418579,1.4166666666666667,1.419067594740126,1.4166666666666667,1.1042890548706055,0.7692307829856873,0.042516618967056274,1.0721242427825928,,aba_train_arctic_a0022,exact_global_family,aba_train_arctic_a0022,aba,projection_raw,218.0,-0.13333333273612724,0.19999999398584362,0.23489601964693185,0.08362419187007972,0.23489601964693185,0.19999999398584362,0.33333332672197086,,,0,0,aba_train_arctic_a0022,0.0
0.7567434906959534,1.0,continuous_viterbi_v1,0.15139064192771912,nan,nan,run_state_viterbi,nan,2026-04-13,0.31537893414497375,0.3499999940395355,0.7631182074546814,0.31537893414497375,0.4444444444444444,0.0,0.0,-0.28768205642700195,0.0,-0.008047095499932766,0.2796349609270692,1.0,nan,1.0,57,7.090141773223877,0.9808292388916016,0.7631183862686157,1.3862943649291992,-1.3862943649291992,-0.7631183862686157,0.9808292388916016,-0.9808292388916016,1.0,analytic,261.0,7.090141773223877,ok,1.0,1.0,0.6000000238418579,2.079441547393799,28.0,ok,0.6931471824645996,1.316323161125183,1.0986123085021973,1.0,9.0,0.3214285671710968,0.22499999403953552,0.2,1.0,40.0,1.0,raw_median,ok,0.0,2.079441547393799,aba_train_arctic_a0022,nan,0.05726541578769684,nan,0.3058580160140991,0.29745355248451233,0.29745355248451233,-0.28768205642700195,4,-0.008047095499932766,nan,-43.0,0.525,0.525,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.079441547393799,0.699999988079071,0.8015267252922058,ok,1.0,1.0,0.8015267252922058,0.12499999928575464,40,0.0,0.0,mid,mid,5.24,aba_train_arctic_a0017,aba_train_arctic_a0017,aba_train_arctic_a0017,aba,5.24,0.8015267252922058,0.7005322575569153,0.6222747564315796,-0.3462599515914917,27.0,-11.723123550415039,1.0,1,nan,0.0,0,nan,aba_train_arctic_a0022::mid,0.32499998807907104,nan,1.2021692991256714,aba_train_arctic_a0022,40,196.0,0.31537893414497375,1.3541666666666667,1.358339097764757,1.3541666666666667,1.1019810438156128,0.8015267252922058,0.042516618967056274,1.073098063468933,,aba_train_arctic_a0022,exact_global_family,aba_train_arctic_a0022,aba,projection_raw,218.0,-0.13333333273612724,0.19999999398584362,0.23489601964693185,0.12499999928575464,0.23489601964693185,0.19999999398584362,0.33333332672197086,,,0,0,aba_train_arctic_a0022,0.0
0.7567434906959534,1.0,continuous_viterbi_v1,0.15139064192771912,nan,nan,run_state_viterbi,nan,2026-04-13,0.25684529542922974,0.3499999940395355,0.49569398164749146,0.25684529542922974,0.4444444444444444,0.0,0.0,0.18232154846191406,0.0,-0.007977033033967018,0.19029858149588108,1.0,nan,1.0,57,6.697773456573486,0.5108256340026855,0.2931147813796997,0.9162907600402832,-0.9162907600402832,-0.2931147813796997,0.5108256340026855,-0.5108256340026855,1.0,analytic,201.0,6.697773456573486,ok,1.0,1.0,0.6000000238418579,1.6094379425048828,30.0,ok,0.6931471824645996,1.316323161125183,1.0986123085021973,1.0,9.0,0.30000001192092896,0.20930232107639313,0.2,1.0,43.0,1.0,raw_median,ok,0.0,1.6094379425048828,aba_train_arctic_a0022,nan,0.05641621723771095,nan,-0.02706112153828144,-0.046667084097862244,-0.046667084097862244,0.18232154846191406,4,-0.007977033033967018,nan,17.0,0.525,0.525,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6094379425048828,0.6976743936538696,0.8186046481132507,ok,1.0,1.0,0.8186046481132507,0.19999999398584362,43,0.0,0.0,fast,fast,4.3,aba_train_arctic_a0020,aba_train_arctic_a0020,aba_train_arctic_a0020,aba,4.3,0.8186046481132507,0.6986309289932251,0.6222747564315796,-0.34440165758132935,27.0,-10.876710891723633,1.0,1,nan,0.0,0,nan,aba_train_arctic_a0022::fast,0.32499998807907104,nan,1.0815786123275757,aba_train_arctic_a0022,40,196.0,0.05426580458879471,0.9930555555555556,1.0041725370619032,0.9930555555555556,1.1160746812820435,0.8186046481132507,0.042516618967056274,1.1150563955307007,,aba_train_arctic_a0022,exact_global_family,aba_train_arctic_a0022,aba,projection_raw,218.0,-0.08333332767429802,0.24999999904767284,0.2999999963575953,0.19999999398584362,0.2999999963575953,0.24999999904767284,0.33333332672197086,,,0,0,aba_train_arctic_a0022,0.0
0.7567434906959534,1.0,continuous_viterbi_v1,0.15139064192771912,nan,nan,run_state_viterbi,nan,2026-04-13,0.31537893414497375,0.3499999940395355,0.7631182074546814,0.31537893414497375,0.4444444444444444,0.0,0.0,-0.28768205642700195,0.0,-0.008047095499932766,0.2796349609270692,1.0,nan,1.0,57,7.090141773223877,0.9808292388916016,0.7631183862686157,1.3862943649291992,-1.3862943649291992,-0.7631183862686157,0.9808292388916016,-0.9808292388916016,1.0,analytic,261.0,7.090141773223877,ok,1.0,1.0,0.6000000238418579,2.079441547393799,48.0,ok,0.6931471824645996,1.316323161125183,1.0986123085021973,1.0,9.0,0.1875,0.1666666716337204,0.2,1.0,54.0,1.0,raw_median,ok,0.0,2.079441547393799,aba_train_arctic_a0022,nan,0.05726541578769684,nan,0.3058580160140991,0.29745355248451233,0.29745355248451233,-0.28768205642700195,4,-0.008047095499932766,nan,-43.0,0.525,0.525,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.079441547393799,0.8888888955116272,0.9356435537338257,ok,1.0,1.0,0.9356435537338257,0.12499999928575464,54,0.0,0.0,random_ref,random_ref,4.04,bdl_train_arctic_a0017,bdl_train_arctic_a0017,bdl_train_arctic_a0017,bdl,4.04,0.9356435537338257,0.7005322575569153,0.6222747564315796,-0.3462599515914917,27.0,-11.723123550415039,0.0,0,nan,0.0,0,nan,aba_train_arctic_a0022::random_ref,0.32499998807907104,nan,1.2021692991256714,aba_train_arctic_a0022,40,196.0,0.31537893414497375,1.3541666666666667,1.358339097764757,1.3541666666666667,1.1019810438156128,0.9356435537338257,0.042516618967056274,1.073098063468933,,aba_train_arctic_a0022,exact_global_family,aba_train_arctic_a0022,aba,projection_raw,218.0,-0.13333333273612724,0.19999999398584362,0.23489601964693185,0.12499999928575464,0.23489601964693185,0.19999999398584362,0.33333332672197086,,,0,0,aba_train_arctic_a0022,0.0
0.7567434906959534,1.0,continuous_viterbi_v1,0.15139064192771912,nan,nan,run_state_viterbi,nan,2026-04-13,0.31537893414497375,0.3499999940395355,0.7631182074546814,0.31537893414497375,0.4444444444444444,0.0,0.0,-0.28768205642700195,0.0,-0.008047095499932766,0.2796349609270692,1.0,nan,1.0,57,7.090141773223877,0.9808292388916016,0.7631183862686157,1.3862943649291992,-1.3862943649291992,-0.7631183862686157,0.9808292388916016,-0.9808292388916016,1.0,analytic,261.0,7.090141773223877,ok,1.0,1.0,0.6000000238418579,2.079441547393799,54.0,ok,0.6931471824645996,1.316323161125183,1.0986123085021973,1.0,15.0,0.2777777910232544,0.20000000298023224,0.2,1.0,75.0,1.0,raw_median,ok,0.0,2.079441547393799,aba_train_arctic_a0022,nan,0.05726541578769684,nan,0.3058580160140991,0.29745355248451233,0.29745355248451233,-0.28768205642700195,4,-0.008047095499932766,nan,-43.0,0.525,0.525,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.079441547393799,0.7200000286102295,0.7688022255897522,ok,1.0,1.0,0.7688022255897522,0.12499999928575464,75,0.0,0.0,source_only,source_only,7.18,aba_train_arctic_a0022,aba_train_arctic_a0022,aba_train_arctic_a0022,aba,7.18,0.7688022255897522,0.7005322575569153,0.6222747564315796,-0.3462599515914917,27.0,-11.723123550415039,1.0,1,nan,1.0,1,nan,aba_train_arctic_a0022::source_only,0.32499998807907104,nan,1.2021692991256714,aba_train_arctic_a0022,40,196.0,0.31537893414497375,1.3541666666666667,1.358339097764757,1.3541666666666667,1.1019810438156128,0.7688022255897522,0.042516618967056274,1.073098063468933,,aba_train_arctic_a0022,exact_global_family,aba_train_arctic_a0022,aba,projection_raw,218.0,-0.13333333273612724,0.19999999398584362,0.23489601964693185,0.12499999928575464,0.23489601964693185,0.19999999398584362,0.33333332672197086,,,0,0,aba_train_arctic_a0022,0.0
0.6900938153266907,1.0,continuous_viterbi_v1,0.29566994309425354,nan,nan,run_state_viterbi,nan,2026-04-13,0.3499999940395355,0.3499999940395355,2.4524593353271484,0.3499999940395355,1.0,0.0,0.0,-0.3499999940395355,0.0,-0.008394142612814903,0.3416058514267206,1.0,nan,1.0,57,2.5152130126953125,2.3513753414154053,2.4524592757225037,2.697948932647705,-2.697948932647705,-2.4524592757225037,2.3513753414154053,-2.3513753414154053,1.0,analytic,204.0,2.5152130126953125,ok,1.0,1.0,0.6000000238418579,3.044522523880005,28.0,ok,0.3465735912322998,0.5920632481575012,0.6931471824645996,1.0,3.0,0.1071428582072258,0.0833333358168602,0.2,1.0,36.0,1.0,raw_median,ok,0.0,3.044522523880005,asi_train_arctic_a0020,nan,0.04561452940106392,nan,0.34999993443489075,0.3235052227973938,0.3235052227973938,-0.3499999940395355,3,-0.008394142612814903,nan,-30.0,0.4411764705882353,0.4411764705882353,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.044522523880005,0.7777777910232544,0.7938144207000732,ok,1.0,1.0,0.7938144207000732,0.04761904351635342,36,0.0,0.0,slow,slow,3.88,asi_train_arctic_a0019,asi_train_arctic_a0019,asi_train_arctic_a0019,asi,3.88,0.7938144207000732,0.6334868669509888,0.537060022354126,-0.4880356788635254,24.0,-15.825536727905273,1.0,1,nan,0.0,0,nan,asi_train_arctic_a0020::slow,0.29411765933036804,nan,0.41594839096069336,asi_train_arctic_a0020,34,148.0,0.3499999940395355,1.3916666666666666,1.419067637125651,1.3916666666666666,1.2943779230117798,0.7938144207000732,0.037200767546892166,1.2746925354003906,,asi_train_arctic_a0020,exact_global_family,asi_train_arctic_a0020,asi,projection_raw,174.0,-0.16666667232570198,0.33333332672197086,0.35234407779041127,0.040042678198185855,0.35234407779041127,0.33333332672197086,0.49999999904767284,,,0,0,asi_train_arctic_a0020,0.0
0.6900938153266907,1.0,continuous_viterbi_v1,0.29566994309425354,nan,nan,run_state_viterbi,nan,2026-04-13,0.3499999940395355,0.3499999940395355,1.7105220556259155,0.3499999940395355,1.0,0.0,0.0,-0.3499999940395355,0.0,-0.008103481493890285,0.34189651254564524,1.0,nan,1.0,57,2.5152130126953125,1.6094379425048828,1.7105218768119812,1.9560115337371826,-1.9560115337371826,-1.7105218768119812,1.6094379425048828,-1.6094379425048828,1.0,analytic,204.0,2.5152130126953125,ok,1.0,1.0,0.6000000238418579,2.3025851249694824,52.0,ok,0.3465735912322998,0.5920632481575012,0.6931471824645996,1.0,9.0,0.17307692766189575,0.1304347813129425,0.2,1.0,69.0,1.0,raw_median,ok,0.0,2.3025851249694824,asi_train_arctic_a0020,nan,0.04561452940106392,nan,0.34999993443489075,0.3235052227973938,0.3235052227973938,-0.3499999940395355,3,-0.008103481493890285,nan,-30.0,0.4411764705882353,0.4411764705882353,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3025851249694824,0.7536231875419617,0.8458646535873413,ok,1.0,1.0,0.8458646535873413,0.09999999680245637,69,0.0,0.0,mid,mid,5.32,asi_train_arctic_a0023,asi_train_arctic_a0023,asi_train_arctic_a0023,asi,5.32,0.8458646535873413,0.6360543966293335,0.537060022354126,-0.4880356788635254,24.0,-15.825536727905273,1.0,1,nan,0.0,0,nan,asi_train_arctic_a0020::mid,0.29411765933036804,nan,0.41594839096069336,asi_train_arctic_a0020,34,148.0,0.3499999940395355,1.3916666666666666,1.419067637125651,1.3916666666666666,1.2943779230117798,0.8458646535873413,0.037200767546892166,1.2746925354003906,,asi_train_arctic_a0020,exact_global_family,asi_train_arctic_a0020,asi,projection_raw,174.0,-0.16666667232570198,0.33333332672197086,0.35234407779041127,0.08408962877226256,0.35234407779041127,0.33333332672197086,0.49999999904767284,,,0,0,asi_train_arctic_a0020,0.0
0.6900938153266907,1.0,continuous_viterbi_v1,0.29566994309425354,nan,nan,run_state_viterbi,nan,2026-04-13,0.28380608558654785,0.3499999940395355,0.7754074931144714,0.28380608558654785,0.7916666666666666,0.0,0.0,-0.3499999940395355,0.0,-0.007967277429997921,0.3420327166095376,1.0,nan,1.0,57,2.511869430541992,0.6608779430389404,0.7619618773460388,1.0074515342712402,-1.0074515342712402,-0.7619618773460388,0.6608779430389404,-0.6608779430389404,1.0,analytic,200.0,2.511869430541992,ok,1.0,1.0,0.6000000238418579,1.35402512550354,40.0,ok,0.3465735912322998,0.5920632481575012,0.6931471824645996,1.0,8.0,0.20000000298023224,0.1568627506494522,0.2,1.0,51.0,1.0,raw_median,ok,0.0,1.35402512550354,asi_train_arctic_a0020,nan,0.04549066349864006,nan,0.3149586021900177,0.3088807761669159,0.3088807761669159,-0.3499999940395355,3,-0.007967277429997921,nan,-26.0,0.4411764705882353,0.4411764705882353,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.35402512550354,0.7843137383460999,0.880382776260376,ok,1.0,1.0,0.880382776260376,0.2581988833044702,51,0.0,0.0,fast,fast,4.18,asi_train_arctic_a0022,asi_train_arctic_a0022,asi_train_arctic_a0022,asi,4.18,0.880382776260376,0.6363462805747986,0.537060022354126,-0.5306780934333801,24.0,-18.112911224365234,1.0,1,nan,0.0,0,nan,asi_train_arctic_a0020::fast,0.29411765933036804,nan,0.39417535066604614,asi_train_arctic_a0020,34,148.0,0.2703605592250824,1.375,1.3777422587076822,1.375,1.2492834329605103,0.880382776260376,0.037200767546892166,1.251529574394226,,asi_train_arctic_a0020,exact_global_family,asi_train_arctic_a0020,asi,projection_raw,174.0,-0.16666667232570198,0.33333332672197086,0.35234407779041127,0.21711851528985723,0.35234407779041127,0.33333332672197086,0.49999999904767284,,,0,0,asi_train_arctic_a0020,0.0
0.6900938153266907,1.0,continuous_viterbi_v1,0.29566994309425354,nan,nan,run_state_viterbi,nan,2026-04-13,0.3499999940395355,0.3499999940395355,1.8893591165542603,0.3499999940395355,1.0,0.0,0.0,-0.3499999940395355,0.0,-0.008159187622368336,0.3418408064171672,1.0,nan,1.0,57,2.5152130126953125,1.7882752418518066,1.889359176158905,2.1348488330841064,-2.1348488330841064,-1.889359176158905,1.7882752418518066,-1.7882752418518066,1.0,analytic,204.0,2.5152130126953125,ok,1.0,1.0,0.6000000238418579,2.4814224243164062,32.0,ok,0.3465735912322998,0.5920632481575012,0.6931471824645996,1.0,6.0,0.1875,0.1463414579629898,0.2,1.0,41.0,1.0,raw_median,ok,0.0,2.4814224243164062,asi_train_arctic_a0020,nan,0.04561452940106392,nan,0.34999993443489075,0.3235052227973938,0.3235052227973938,-0.3499999940395355,3,-0.008159187622368336,nan,-30.0,0.4411764705882353,0.4411764705882353,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4814224243164062,0.7804877758026123,0.7692307829856873,ok,1.0,1.0,0.7692307829856873,0.08362419187007972,41,0.0,0.0,random_ref,random_ref,5.72,aba_train_arctic_a0016,aba_train_arctic_a0016,aba_train_arctic_a0016,aba,5.72,0.7692307829856873,0.6355606913566589,0.537060022354126,-0.4880356788635254,24.0,-15.825536727905273,0.0,0,nan,0.0,0,nan,asi_train_arctic_a0020::random_ref,0.29411765933036804,nan,0.41594839096069336,asi_train_arctic_a0020,34,148.0,0.3499999940395355,1.3916666666666666,1.419067637125651,1.3916666666666666,1.2943779230117798,0.7692307829856873,0.037200767546892166,1.2746925354003906,,asi_train_arctic_a0020,exact_global_family,asi_train_arctic_a0020,asi,projection_raw,174.0,-0.16666667232570198,0.33333332672197086,0.35234407779041127,0.07031927475584408,0.35234407779041127,0.33333332672197086,0.49999999904767284,,,0,0,asi_train_arctic_a0020,0.0
0.6900938153266907,1.0,continuous_viterbi_v1,0.29566994309425354,nan,nan,run_state_viterbi,nan,2026-04-13,0.3499999940395355,0.3499999940395355,1.8493379354476929,0.3499999940395355,1.0,0.0,0.0,-0.3499999940395355,0.0,-0.008145916275680065,0.34185407776385546,1.0,nan,1.0,57,2.5152130126953125,1.7482538223266602,1.8493377566337585,2.09482741355896,-2.09482741355896,-1.8493377566337585,1.7482538223266602,-1.7482538223266602,1.0,analytic,204.0,2.5152130126953125,ok,1.0,1.0,0.6000000238418579,2.4414010047912598,24.0,ok,0.3465735912322998,0.5920632481575012,0.6931471824645996,1.0,6.0,0.25,0.15789473056793213,0.2,1.0,38.0,1.0,raw_median,ok,0.0,2.4414010047912598,asi_train_arctic_a0020,nan,0.04561452940106392,nan,0.34999993443489075,0.3235052227973938,0.3235052227973938,-0.3499999940395355,3,-0.008145916275680065,nan,-30.0,0.4411764705882353,0.4411764705882353,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4414010047912598,0.6315789222717285,0.7624309659004211,ok,1.0,1.0,0.7624309659004211,0.0870388241918276,38,0.0,0.0,source_only,source_only,3.62,asi_train_arctic_a0020,asi_train_arctic_a0020,asi_train_arctic_a0020,asi,3.62,0.7624309659004211,0.6356782913208008,0.537060022354126,-0.4880356788635254,24.0,-15.825536727905273,1.0,1,nan,1.0,1,nan,asi_train_arctic_a0020::source_only,0.29411765933036804,nan,0.41594839096069336,asi_train_arctic_a0020,34,148.0,0.3499999940395355,1.3916666666666666,1.419067637125651,1.3916666666666666,1.2943779230117798,0.7624309659004211,0.037200767546892166,1.2746925354003906,,asi_train_arctic_a0020,exact_global_family,asi_train_arctic_a0020,asi,projection_raw,174.0,-0.16666667232570198,0.33333332672197086,0.35234407779041127,0.07319064394095955,0.35234407779041127,0.33333332672197086,0.49999999904767284,,,0,0,asi_train_arctic_a0020,0.0
